occurrence_year,division,homicide_type,occurrence_date,hood_id,day_of_week,season,homicide_count
2019,D13,Stabbing,2019-08-07,94,Wednesday,Summer,79
2019,D54,Shooting,2019-08-09,43,Friday,Summer,79
2019,D11,Shooting,2019-08-16,87,Friday,Summer,79
2019,D12,Shooting,2019-08-21,115,Wednesday,Summer,79
2019,D12,Shooting,2019-08-19,23,Monday,Summer,79
2019,D31,Shooting,2019-08-25,21,Sunday,Summer,79
2019,D31,Other,2019-09-04,26,Wednesday,Fall,79
2019,D43,Other,2019-09-03,127,Tuesday,Fall,79
2019,D42,Other,2019-04-03,118,Wednesday,Spring,79
2019,D43,Stabbing,2019-09-11,134,Wednesday,Fall,79
2019,D13,Shooting,2019-09-16,31,Monday,Fall,79
2019,D42,Shooting,2019-09-19,130,Thursday,Fall,79
2019,D41,Other,2019-09-22,126,Sunday,Fall,79
2019,D22,Shooting,2019-09-24,13,Tuesday,Fall,79
2019,D51,Other,2019-09-24,76,Tuesday,Fall,79
2019,D23,Other,2019-12-11,1,Wednesday,Winter,79
2019,D23,Shooting,2019-09-29,2,Sunday,Fall,79
2019,D31,Shooting,2019-10-01,25,Tuesday,Fall,79
2019,D31,Shooting,2019-10-01,25,Tuesday,Fall,79
2019,D52,Stabbing,2019-10-02,76,Wednesday,Fall,79
2019,D54,Other,2019-10-07,60,Monday,Fall,79
2019,D23,Shooting,2019-10-14,2,Monday,Fall,79
2019,D33,Shooting,2019-10-17,48,Thursday,Fall,79
2019,D11,Shooting,2019-10-19,87,Saturday,Fall,79
2019,D53,Other,2019-10-26,104,Saturday,Fall,79
2019,D53,Stabbing,2019-10-31,95,Thursday,Fall,79
2019,D22,Shooting,2019-11-04,14,Monday,Fall,79
2019,D54,Shooting,2019-11-05,61,Tuesday,Fall,79
2019,D12,Shooting,2019-11-07,113,Thursday,Fall,79
2019,D13,Shooting,2019-11-16,107,Saturday,Fall,79
2019,D43,Shooting,2019-11-23,138,Saturday,Fall,79
2019,D31,Shooting,2019-12-07,21,Saturday,Winter,79
2019,D33,Shooting,2019-12-11,49,Wednesday,Winter,79
2019,D31,Shooting,2019-12-15,26,Sunday,Winter,79
2019,D41,Stabbing,2019-12-10,119,Tuesday,Winter,79
2019,D12,Other,2019-12-20,113,Friday,Winter,79
2019,D14,Other,2019-12-22,79,Sunday,Winter,79
2019,D14,Stabbing,2019-12-23,85,Monday,Winter,79
2019,D51,Stabbing,2019-12-22,73,Sunday,Winter,79
2019,D22,Shooting,2019-12-27,13,Friday,Winter,79
2019,D43,Shooting,2019-12-29,138,Sunday,Winter,79
2020,D51,Shooting,2020-01-01,72,Wednesday,Winter,71
2019,D42,Shooting,2019-12-31,132,Tuesday,Winter,79
2019,D42,Stabbing,2019-12-19,118,Thursday,Winter,79
2020,D43,Shooting,2020-01-11,135,Saturday,Winter,71
2020,D42,Stabbing,2020-01-13,118,Monday,Winter,71
2020,D43,Shooting,2020-01-20,137,Monday,Winter,71
2020,D13,Other,2020-01-20,107,Monday,Winter,71
2020,D43,Shooting,2020-01-25,139,Saturday,Winter,71
2020,D14,Shooting,2020-01-31,77,Friday,Winter,71
2020,D14,Shooting,2020-01-31,77,Friday,Winter,71
2020,D54,Shooting,2020-02-05,65,Wednesday,Winter,71
2018,D41,Other,2018-04-08,119,Sunday,Spring,97
2020,D22,Shooting,2020-02-07,13,Friday,Winter,71
2020,D42,Other,2020-02-21,128,Friday,Winter,71
2020,D32,Stabbing,2020-02-24,26,Monday,Winter,71
2020,D42,Shooting,2020-03-13,128,Friday,Spring,71
2020,D13,Stabbing,2020-03-15,107,Sunday,Spring,71
2020,D41,Shooting,2020-03-18,120,Wednesday,Spring,71
2020,D51,Shooting,2020-03-21,76,Saturday,Spring,71
2020,D12,Other,2020-03-11,115,Wednesday,Spring,71
2020,D42,Other,2020-04-05,117,Sunday,Spring,71
2020,D53,Shooting,2020-04-05,55,Sunday,Spring,71
2020,D13,Shooting,2020-04-08,94,Wednesday,Spring,71
2020,D43,Other,2020-04-05,137,Sunday,Spring,71
2020,D33,Other,2020-04-14,52,Tuesday,Spring,71
2020,D22,Other,2020-04-21,17,Tuesday,Spring,71
2020,D31,Shooting,2020-04-26,25,Sunday,Spring,71
2019,D43,Other,2019-12-11,123,Wednesday,Winter,79
2020,D41,Shooting,2020-05-02,119,Saturday,Spring,71
2020,D53,Other,2020-05-14,104,Thursday,Spring,71
2020,D23,Shooting,2020-05-14,2,Thursday,Spring,71
2020,D42,Shooting,2020-05-17,46,Sunday,Spring,71
2020,D41,Other,2020-05-19,138,Tuesday,Spring,71
2020,D52,Shooting,2020-05-26,77,Tuesday,Spring,71
2020,D23,Shooting,2020-05-30,1,Saturday,Spring,71
2020,D53,Shooting,2020-06-09,55,Tuesday,Summer,71
2020,D13,Shooting,2020-06-19,92,Friday,Summer,71
2020,D51,Stabbing,2020-06-25,71,Thursday,Summer,71
2020,D42,Shooting,2020-07-04,117,Saturday,Summer,71
2020,D12,Shooting,2020-07-10,111,Friday,Summer,71
2020,D43,Shooting,2020-07-10,127,Friday,Summer,71
2020,D51,Other,2020-07-09,73,Thursday,Summer,71
2020,D54,Other,2020-08-03,59,Monday,Summer,71
2020,D14,Stabbing,2020-08-09,81,Sunday,Summer,71
2020,D43,Shooting,2020-08-12,138,Wednesday,Summer,71
2020,D14,Stabbing,2020-08-11,82,Tuesday,Summer,71
2020,D32,Shooting,2020-08-20,51,Thursday,Summer,71
2020,D51,Stabbing,2020-08-26,73,Wednesday,Summer,71
2020,D43,Stabbing,2020-08-22,136,Saturday,Summer,71
2020,D43,Stabbing,2020-08-22,136,Saturday,Summer,71
2020,D31,Shooting,2020-09-02,27,Wednesday,Fall,71
2020,D23,Stabbing,2020-09-07,1,Monday,Fall,71
2020,D11,Shooting,2020-09-10,111,Thursday,Fall,71
2020,D23,Stabbing,2020-09-12,1,Saturday,Fall,71
2020,D12,Stabbing,2020-09-12,113,Saturday,Fall,71
2020,D12,Stabbing,2020-09-12,113,Saturday,Fall,71
2020,D42,Shooting,2020-09-20,132,Sunday,Fall,71
2020,D31,Shooting,2020-09-24,24,Thursday,Fall,71
2020,D23,Shooting,2020-09-27,2,Sunday,Fall,71
2020,D12,Shooting,2020-10-01,113,Thursday,Fall,71
2020,D31,Shooting,2020-10-03,26,Saturday,Fall,71
2020,D32,Shooting,2020-10-07,32,Wednesday,Fall,71
2020,D33,Other,2020-09-28,47,Monday,Fall,71
2020,D41,Shooting,2020-10-25,121,Sunday,Fall,71
2020,D31,Shooting,2020-09-27,24,Sunday,Fall,71
2020,D31,Shooting,2020-11-07,24,Saturday,Fall,71
2020,D43,Stabbing,2020-11-16,131,Monday,Fall,71
2020,D14,Stabbing,2020-11-18,80,Wednesday,Fall,71
2020,D33,Stabbing,2020-11-22,45,Sunday,Fall,71
2020,D13,Shooting,2020-12-02,31,Wednesday,Winter,71
2020,D14,Other,2020-12-06,83,Sunday,Winter,71
2020,D52,Other,2020-12-08,81,Tuesday,Winter,71
2020,D55,Stabbing,2020-12-08,65,Tuesday,Winter,71
2020,D53,Other,2020-12-18,104,Friday,Winter,71
2020,D33,Stabbing,2020-12-21,47,Monday,Winter,71
